,0,Y_pre,Y_std
0,0.0,7.173466050239173,0.22704038158224746
1,0.1,7.072932635152597,0.15727382452100436
2,0.2,6.9298351095066995,0.0989720372900241
3,0.30000000000000004,6.750913895096033,0.05350068234106117
4,0.4,6.544954945188737,0.021232227025625102
5,0.5,6.321968819473831,0.004618647676386208
6,0.6000000000000001,6.092245821445911,0.01103408938387806
7,0.7000000000000001,5.865412715568575,0.01336079790146971
8,0.8,5.649618603216707,0.011087057809838366
9,0.9,5.450957703627466,0.007022130952606868
10,1.0,5.273197807418357,0.004617093183230305
11,1.1,5.117831872524873,0.005622307406649113
12,1.2000000000000002,4.984416286711981,0.0066638148194354055
13,1.3,4.871113257632417,0.006394708455114397
14,1.4000000000000001,4.775325696061485,0.005321423949362161
15,1.5,4.6943063929534885,0.00461376957824425
16,1.6,4.625639971321627,0.004875593201420308
17,1.7000000000000002,4.567531676913678,0.0053426413248634135
18,1.8,4.518883151493351,0.00533292859731125
19,1.9000000000000001,4.47918142111748,0.004913724435137948
20,2.0,4.44826334348417,0.004610219143430819
21,2.1,4.426036376601242,0.004749149969777545
22,2.2,4.4122348579451796,0.00502421909917505
23,2.3000000000000003,4.406271061222766,0.0050323407306212715
24,2.4000000000000004,4.407208388298169,0.004775029308964535
25,2.5,4.413848889776276,0.0046086966358442
26,2.6,4.424897800244139,0.004775029308976935
27,2.7,4.439150785362987,0.0050323407306212715
28,2.8000000000000003,4.455648352838299,0.00502421909917505
29,2.9000000000000004,4.4737553962305565,0.004749149969777545
30,3.0,4.493147472418925,0.004610219143456507
31,3.1,4.513712290767794,0.004913724435137948
32,3.2,4.535397834198443,0.005332928597300147
33,3.3000000000000003,4.558051897749757,0.00534264132481908
34,3.4000000000000004,4.58129882862147,0.004875593201408163
35,3.5,4.604488422970939,0.004613769578257085
36,3.6,4.626732740149008,0.00532142394928427
37,3.7,4.647024305719432,0.0063947084549755
38,3.8000000000000003,4.664409407306895,0.006663814819239917
39,3.9000000000000004,4.678177495105668,0.005622307406533262
40,4.0,4.6880245666625795,0.004617093183230305
41,4.1000000000000005,4.694154868429162,0.007022130952235841
42,4.2,4.697299098116156,0.011087057808631349
43,4.3,4.698644894181228,0.013360797899267063
44,4.4,4.699692648045543,0.011034089381398774
45,4.5,4.702062995418561,0.004618647676360567
46,4.6000000000000005,4.707289418783164,0.02123222701390913
47,4.7,4.716629506508039,0.05350068229127373
48,4.800000000000001,4.730922377813472,0.09897203713538759
49,4.9,4.750509540317636,0.15727382409358567
50,5.0,4.775224489845116,0.22704038046616937
51,5.1000000000000005,4.804445127871085,0.30593877712711426
52,5.2,4.837194458378543,0.3909103116379649
53,5.300000000000001,4.872270109394188,0.4785018615549548
54,5.4,4.908382201941334,0.5652251386103117
55,5.5,4.944281411384477,0.6478908541653376
56,5.6000000000000005,4.978863693651081,0.7238756329923718
57,5.7,5.011243849711627,0.7912946245600277
58,5.800000000000001,5.040795720432112,0.8490697636138648
59,5.9,5.067161453056645,0.8968996773981193
60,6.0,5.09023543612961,0.9351500142990055
61,6.1000000000000005,5.110130005899991,0.9646910356541456
62,6.2,5.127130034590027,0.9867121321651721
63,6.300000000000001,5.141642377811015,1.0025407607814993
64,6.4,5.1541443466270405,1.0134870758927588
65,6.5,5.165133354595509,1.020726733194796
66,6.6000000000000005,5.1750780965650245,1.0252248601183747
67,6.7,5.184370381830955,1.0276960031447673
68,6.800000000000001,5.193276303289863,1.0285896251020354
69,6.9,5.201885900332063,1.0280892895739073
70,7.0,5.210061875289284,1.0261158870004106
71,7.1000000000000005,5.217390136228025,1.022330103152515
72,7.2,5.223137710739758,1.0161352637519319
73,7.300000000000001,5.226226506931142,1.0066870518530815
74,7.4,5.2252339463264805,0.9929199469115767
75,7.5,5.218433003234579,0.9736006174548301
76,7.6000000000000005,5.20388395628591,0.947415636780412
77,7.7,5.179587556302349,0.9130952613305582
78,7.800000000000001,5.143703917902883,0.869567715822061
79,7.9,5.094833199857429,0.8161308884661755
80,8.0,5.032343516068677,0.7526219565338887
81,8.1,4.956719580457777,0.6795613913868327
82,8.200000000000001,4.869893986662196,0.5982468466368113
83,8.3,4.775513852333068,0.5107750661793115
84,8.4,4.679091075722578,0.41997622429696796
85,8.5,4.587986684433101,0.3292546489254752
86,8.6,4.51119004191758,0.24234184719866417
87,8.700000000000001,4.458872243641735,0.16298111472348012
88,8.8,4.44171869802618,0.09457848227972046
89,8.9,4.470075975796551,0.03990025719649407
90,9.0,4.552978573167662,0.004618803419074585
91,9.1,4.6971475393257816,0.024223701245295003
92,9.200000000000001,4.9060702016195075,0.033212619107967634
93,9.3,5.179274547327741,0.029889609814058138
94,9.4,5.511900907897784,0.017748690674659437
95,9.5,5.894647420978253,0.00461868897499002
96,9.600000000000001,6.314126799972557,0.017748690675263294
97,9.700000000000001,6.753624990892533,0.029889609816338356
98,9.8,7.194203737778572,0.03321261911238735
99,9.9,7.616045920254462,0.024223701250501675
100,10.0,7.999911214616805,0.004618803419061765
101,10.100000000000001,8.328554924187607,0.039900257220304
102,10.200000000000001,8.587966964436223,0.09457848237872413
103,10.3,8.768310301069272,0.1629811150315251
104,10.4,8.864475176777107,0.2423418480593386
105,10.5,8.876211630570701,0.32925465121120034
106,10.600000000000001,8.807851364391976,0.41997623020611174
107,10.700000000000001,8.66767419545241,0.5107750812102704
108,10.8,8.467008488665389,0.5982468844212381
109,10.9,8.219175346885073,0.6795614853529084
110,11.0,7.938391550782436,0.752622187559623
