,0,Y_pre,Y_std
0,0.0,7.1788394200724746,0.2246469828315547
1,0.1,7.077048016478507,0.15519298323313135
2,0.2,6.932714314842796,0.09726768966187326
3,0.30000000000000004,6.752665544041811,0.05216881288992826
4,0.4,6.545761100064491,0.02006198749183971
5,0.5,6.322062499053493,1.0328100488705209e-05
6,0.6000000000000001,6.091882257825793,0.009904587606137173
7,0.7000000000000001,5.864838416815285,0.012177995000710805
8,0.8,5.649042854044014,0.009603550789589351
9,0.9,5.450530905312942,0.004824513926368156
10,1.0,5.273000002010185,1.0328100488705209e-05
11,1.1,5.117873061969519,0.0034271826653582546
12,1.2000000000000002,4.984648048947045,0.004814643060132681
13,1.3,4.8714490874789105,0.0042502519821364885
14,1.4000000000000001,4.7756658887684225,0.0023534550414808174
15,1.5,4.694562497379871,1.0328100488705209e-05
16,1.6,4.6257540610545265,0.0019637889672785938
17,1.7000000000000002,4.567486897477976,0.0029528184762461387
18,1.8,4.518703953362309,0.002772485118851616
19,1.9000000000000001,4.4789241586216955,0.001624428225396423
20,2.0,4.448000002712421,1.0328111955192858e-05
21,2.1,4.425835618858902,0.0014995310981557387
22,2.2,4.41214500508989,0.002360660661230367
23,2.3000000000000003,4.406309010172657,0.0023153186997747735
24,2.4000000000000004,4.407356884956104,0.0014145167193846677
25,2.5,4.414062497780105,1.0328100488705209e-05
26,2.6,4.425115775537582,0.0014145167193428065
27,2.7,4.439313425334218,0.0023153186996980493
28,2.8000000000000003,4.455712618193796,0.002360660661230367
29,2.9000000000000004,4.473705877029273,0.0014995310981952266
30,3.0,4.493000001546917,1.0328100488705209e-05
31,3.1,4.513509380741921,0.0016244282254328749
32,3.2,4.5351971586594875,0.002772485118851616
33,3.3000000000000003,4.557910757674916,0.002952818476165926
34,3.4000000000000004,4.581258526876697,0.001963788967157983
35,3.5,4.604562499209784,1.0328100488705209e-05
36,3.6,4.626902106234528,0.0023534550414053366
37,3.7,4.647240707317296,0.004250251981941444
38,3.8000000000000003,4.664606713920691,0.00481464305987441
39,3.9000000000000004,4.678288538159178,0.0034271826651163678
40,4.0,4.688000000270372,1.0328100488705209e-05
41,4.1000000000000005,4.693980075638813,0.00482451392585267
42,4.2,4.697005570883194,0.009603550788220543
43,4.3,4.698313649901028,0.012177994998337983
44,4.4,4.699448831590675,0.009904587603393088
45,4.5,4.702062499998009,1.0328106221950625e-05
46,4.6000000000000005,4.7076997960696785,0.0200619874793754
47,4.7,4.717608362111347,0.05216881283852583
48,4.800000000000001,4.732596726777459,0.09726768950325972
49,4.9,4.752959236060272,0.15519298279613541
50,5.0,4.7784719703048015,0.22464698169306802
51,5.1000000000000005,4.808452557976742,0.3033315622979952
52,5.2,4.841868130067921,0.3882039070993266
53,5.300000000000001,4.8774709078040015,0.4758118515746041
54,5.4,4.913940215631758,0.5626560718135265
55,5.5,4.950012430160073,0.6455275516230223
56,5.6000000000000005,4.984585392185225,0.7217781176187228
57,5.7,5.01678982507523,0.7894966070124418
