,0,Y_pre,Y_std
0,-0.05263157894736842,5.17390625,0.9175755987377471
1,-0.042105263157894736,5.17390625,0.9175755987377471
2,-0.031578947368421054,5.17390625,0.9175755987377471
3,-0.021052631578947364,5.17390625,0.9175755987377471
4,-0.010526315789473682,5.173906272377386,0.9175755987377469
5,0.0,6.0801475117161035,0.42118485558520075
6,0.01052631578947369,5.173906272377386,0.9175755987377469
7,0.02105263157894738,5.17390625,0.9175755987377471
8,0.031578947368421054,5.17390625,0.9175755987377471
9,0.04210526315789474,5.173906251931322,0.9175755987377469
10,0.05263157894736842,5.252121079234418,0.42118485558520075
11,0.06315789473684211,5.173906251931322,0.9175755987377469
12,0.0736842105263158,5.17390625,0.9175755987377471
13,0.08421052631578949,5.17390625,0.9175755987377471
14,0.09473684210526317,5.173906240657665,0.9175755987377469
15,0.10526315789473684,4.795559587866054,0.42118485558520075
16,0.11578947368421053,5.173906240657665,0.9175755987377469
17,0.12631578947368421,5.17390625,0.9175755987377471
18,0.1368421052631579,5.17390625,0.9175755987377471
19,0.1473684210526316,5.1739062358522006,0.9175755987377469
20,0.15789473684210525,4.600947477282781,0.42118485558520075
21,0.16842105263157894,5.1739062358522006,0.9175755987377469
22,0.17894736842105263,5.17390625,0.9175755987377471
23,0.18947368421052632,5.17390625,0.9175755987377471
24,0.2,5.173906235190763,0.9175755987377469
25,0.21052631578947367,4.574160563202497,0.42118485558520075
26,0.2210526315789474,5.173906235190763,0.9175755987377469
27,0.23157894736842105,5.17390625,0.9175755987377471
28,0.24210526315789477,5.17390625,0.9175755987377471
29,0.25263157894736843,5.173906236729243,0.9175755987377469
30,0.2631578947368421,4.6364660373892335,0.42118485558520075
31,0.2736842105263158,5.173906236729243,0.9175755987377469
32,0.28421052631578947,5.17390625,0.9175755987377471
33,0.2947368421052632,5.17390625,0.9175755987377471
34,0.30526315789473685,5.173906238903579,0.9175755987377469
35,0.3157894736842105,4.724522467653148,0.42118485558520075
36,0.3263157894736842,5.173906238903579,0.9175755987377469
37,0.3368421052631579,5.17390625,0.9175755987377471
38,0.3473684210526316,5.17390625,0.9175755987377471
39,0.35789473684210527,5.173906240529763,0.9175755987377469
40,0.3684210526315789,4.790379797850529,0.42118485558520075
41,0.37894736842105264,5.173906240529763,0.9175755987377469
42,0.3894736842105263,5.17390625,0.9175755987377471
43,0.39999999999999997,5.17390625,0.9175755987377471
44,0.4105263157894737,5.173906240803839,0.9175755987377469
45,0.42105263157894735,4.801479347883796,0.42118485558520075
46,0.43157894736842106,5.173906240803839,0.9175755987377469
47,0.4421052631578947,5.17390625,0.9175755987377471
48,0.45263157894736844,5.17390625,0.9175755987377471
49,0.46315789473684216,5.17390625,0.9175755987377471
50,0.47368421052631576,5.17390625,0.9175755987377471
51,0.4842105263157895,5.17390625,0.9175755987377471
52,0.4947368421052632,5.17390625,0.9175755987377471
53,0.5052631578947369,5.17390625,0.9175755987377471
54,0.5157894736842106,5.17390625,0.9175755987377471
55,0.5263157894736843,5.17390625,0.9175755987377471
56,0.536842105263158,5.17390625,0.9175755987377471
57,0.5473684210526315,5.17390625,0.9175755987377471
58,0.5578947368421052,5.17390625,0.9175755987377471
59,0.5684210526315789,5.17390625,0.9175755987377471
60,0.5789473684210527,5.17390625,0.9175755987377471
61,0.5894736842105264,5.17390625,0.9175755987377471
62,0.6000000000000001,5.17390625,0.9175755987377471
63,0.6105263157894738,5.17390625,0.9175755987377471
64,0.6210526315789473,5.17390625,0.9175755987377471
65,0.631578947368421,5.17390625,0.9175755987377471
66,0.6421052631578947,5.17390625,0.9175755987377471
67,0.6526315789473685,5.17390625,0.9175755987377471
68,0.6631578947368422,5.17390625,0.9175755987377471
69,0.6736842105263159,5.17390625,0.9175755987377471
70,0.6842105263157894,5.17390625,0.9175755987377471
71,0.6947368421052631,5.17390625,0.9175755987377471
72,0.7052631578947368,5.17390625,0.9175755987377471
73,0.7157894736842105,5.17390625,0.9175755987377471
74,0.7263157894736842,5.17390625,0.9175755987377471
75,0.736842105263158,5.17390625,0.9175755987377471
76,0.7473684210526317,5.17390625,0.9175755987377471
77,0.7578947368421052,5.17390625,0.9175755987377471
78,0.7684210526315789,5.17390625,0.9175755987377471
79,0.7789473684210526,5.17390625,0.9175755987377471
80,0.7894736842105263,5.17390625,0.9175755987377471
81,0.7999999999999998,5.17390625,0.9175755987377471
82,0.8105263157894738,5.17390625,0.9175755987377471
83,0.8210526315789475,5.17390625,0.9175755987377471
